timestamp,load_kw
2026-9-19 23:45:00,0.6
2026-9-20 00:00:00,0.6
2026-9-20 00:15:00,0.5916666666666667
2026-9-20 00:30:00,0.5833333333333333
2026-9-20 00:45:00,0.575
2026-9-20 01:00:00,0.5666666666666667
2026-9-20 01:15:00,0.5583333333333333
2026-9-20 01:30:00,0.55
2026-9-20 01:45:00,0.5416666666666666
2026-9-20 02:00:00,0.5333333333333333
2026-9-20 02:15:00,0.525
2026-9-20 02:30:00,0.5166666666666666
2026-9-20 02:45:00,0.5083333333333333
2026-9-20 03:00:00,0.5
2026-9-20 03:15:00,0.5
2026-9-20 03:30:00,0.5
2026-9-20 03:45:00,0.5
2026-9-20 04:00:00,0.5
2026-9-20 04:15:00,0.5
2026-9-20 04:30:00,0.5
2026-9-20 04:45:00,0.5
2026-9-20 05:00:00,0.5
2026-9-20 05:15:00,0.5
2026-9-20 05:30:00,0.5
2026-9-20 05:45:00,0.5
2026-9-20 06:00:00,0.5
2026-9-20 06:15:00,0.625
2026-9-20 06:30:00,0.75
2026-9-20 06:45:00,0.875
2026-9-20 07:00:00,1.0
2026-9-20 07:15:00,1.125
2026-9-20 07:30:00,1.25
2026-9-20 07:45:00,1.375
2026-9-20 08:00:00,1.5
2026-9-20 08:15:00,1.625
2026-9-20 08:30:00,1.75
2026-9-20 08:45:00,1.875
2026-9-20 09:00:00,2.0
2026-9-20 09:15:00,2.01
2026-9-20 09:30:00,2.02
2026-9-20 09:45:00,2.03
2026-9-20 10:00:00,2.04
2026-9-20 10:15:00,2.05
2026-9-20 10:30:00,2.06
2026-9-20 10:45:00,2.0700000000000003
2026-9-20 11:00:00,2.08
2026-9-20 11:15:00,2.09
2026-9-20 11:30:00,2.1
2026-9-20 11:45:00,2.1100000000000003
2026-9-20 12:00:00,2.12
2026-9-20 12:15:00,2.13
2026-9-20 12:30:00,2.14
2026-9-20 12:45:00,2.1500000000000004
2026-9-20 13:00:00,2.16
2026-9-20 13:15:00,2.17
2026-9-20 13:30:00,2.18
2026-9-20 13:45:00,2.1900000000000004
2026-9-20 14:00:00,2.2
2026-9-20 14:15:00,2.225
2026-9-20 14:30:00,2.25
2026-9-20 14:45:00,2.2750000000000004
2026-9-20 15:00:00,2.3000000000000003
2026-9-20 15:15:00,2.325
2026-9-20 15:30:00,2.35
2026-9-20 15:45:00,2.375
2026-9-20 16:00:00,2.4
2026-9-20 16:15:00,2.4250000000000003
2026-9-20 16:30:00,2.45
2026-9-20 16:45:00,2.475
2026-9-20 17:00:00,2.5
2026-9-20 17:15:00,2.5875
2026-9-20 17:30:00,2.6750000000000003
2026-9-20 17:45:00,2.7625
2026-9-20 18:00:00,2.85
2026-9-20 18:15:00,2.9375
2026-9-20 18:30:00,3.0250000000000004
2026-9-20 18:45:00,3.1125000000000003
2026-9-20 19:00:00,3.2
2026-9-20 19:15:00,2.9875000000000003
2026-9-20 19:30:00,2.7750000000000004
2026-9-20 19:45:00,2.5625
2026-9-20 20:00:00,2.35
2026-9-20 20:15:00,2.1375
2026-9-20 20:30:00,1.925
2026-9-20 20:45:00,1.7125
2026-9-20 21:00:00,1.5
2026-9-20 21:15:00,1.3875
2026-9-20 21:30:00,1.275
2026-9-20 21:45:00,1.1625
2026-9-20 22:00:00,1.05
2026-9-20 22:15:00,0.9375
2026-9-20 22:30:00,0.825
2026-9-20 22:45:00,0.7125
2026-9-20 23:00:00,0.6
2026-9-20 23:15:00,0.6
2026-9-20 23:30:00,0.6
2026-9-20 23:45:00,0.6
